scene_name,scene_avg_p,scene_avg_a,scene_avg_d,scene_avg_blur,scene_avg_optical_flow,scene_movie,paths
cars_36,100.69550885687933,-11.74831340874566,114.63383848741319,544.0122662709031,0.1550578773021698,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-6-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-6-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-6-2.jpg']"
cars_37,110.54281500922309,20.110213663736968,129.51322759331597,1093.5031188313349,0.051543451845645905,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-7-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-7-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-7-2.jpg']"
cars_38,136.65316170247394,-1.0498525933159708,157.2243120659722,1398.205687327769,0.010225080884993076,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-8-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-8-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-8-2.jpg']"
cars_39,80.48243343098957,42.73111946614583,97.41649739583333,781.7186377405479,4.119292043469613e-06,cars_3,"['data\\scenes\\cars_3\\cars_3-Scene-9-0.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-9-1.jpg', 'data\\scenes\\cars_3\\cars_3-Scene-9-2.jpg']"
incredible_20,145.15625956217448,111.68814082845051,179.54632861328128,222.0956381724352,0.005998888518661261,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-0-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-0-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-0-2.jpg']"
incredible_21,139.61459170193143,12.502024373372398,162.140460015191,631.3351629104719,0.3098090589046478,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-1-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-1-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-1-2.jpg']"
incredible_210,93.43415805392796,126.5878389892578,121.6502545030382,255.16998258772878,2.7870633857673965e-05,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-10-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-10-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-10-2.jpg']"
incredible_211,74.81209914822047,7.326739773220482,86.95228266059028,532.1443142741119,0.18358252942562103,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-11-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-11-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-11-2.jpg']"
incredible_212,51.17266786024305,8.34749392361111,59.8475546875,311.5092078865684,0.013611191883683205,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-12-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-12-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-12-2.jpg']"
incredible_213,43.70752119954427,28.382006930881072,53.4792437608507,168.77842465340544,7.840317266527563e-06,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-13-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-13-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-13-2.jpg']"
incredible_214,77.97746081542967,-6.298870537651911,89.08226209852431,290.32097657360043,0.0013362609315663576,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-14-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-14-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-14-2.jpg']"
incredible_215,56.806560899522566,12.51407950846354,66.79750575086805,330.51091468209046,0.0002976461546495557,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-15-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-15-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-15-2.jpg']"
incredible_216,66.76153548177082,35.44866650390625,80.80890299479167,178.04055092499087,0.0009136758744716644,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-16-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-16-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-16-2.jpg']"
incredible_217,71.01391453721787,-2.441785522460936,81.49325103081598,627.8808698802264,0.001404085080139339,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-17-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-17-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-17-2.jpg']"
incredible_218,49.09698570421008,75.89391794162327,64.96590722656249,185.7555424299769,0.054089199751615524,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-18-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-18-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-18-2.jpg']"
incredible_219,58.71869596354167,23.341097873263887,70.20261892361111,119.30465851072177,0.0006547601660713553,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-19-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-19-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-19-2.jpg']"
incredible_22,90.15984460449219,-7.967577379014756,102.92344167751736,450.954471183153,0.00621397327631712,incredible_2,"['data\\scenes\\incredible_2\\incredible_2-Scene-2-0.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-2-1.jpg', 'data\\scenes\\incredible_2\\incredible_2-Scene-2-2.jpg']"
